allan1,allan2
60495,52650
60503,52655
60509,52661
60516,52668
60523,52673
60530,52680
60537,52685
60544,52692
60550,52697
60557,52703
60564,52709
60570,52715
60578,52721
60584,52727
60591,52733
60598,52738
60604,52744
60611,52750
60619,52756
60625,52762
60632,52768
60638,52774
60645,52780
60652,52787
60659,52792
60666,52798
60672,52804
60679,52810
60685,52816
60692,52822
60698,52827
60706,52834
60712,52839
60719,52845
60725,52851
60732,52857
60740,52863
60746,52869
60753,52874
60760,52881
60766,52886
60773,52892
60781,52899
60787,52904
60794,52911
60801,52916
60807,52922
60814,52928
60821,52934
60828,52940
60835,52946
60841,52952
60848,52957
60855,52963
60862,52969
60869,52975
60876,52981
60883,52986
60889,52993
60896,52999
60903,53004
60910,53011
60916,53016
60924,53022
60931,53028
60937,53035
60944,53040
60951,53046
60958,53052
60964,53057
60971,53064
60978,53069
60985,53076
60992,53081
60999,53087
61006,53093
61013,53100
61019,53105
61026,53111
61032,53117
61040,53122
61046,53129
61053,53134
61060,53140
61066,53146
61073,53152
61080,53158
61088,53164
61094,53169
61101,53174
61108,53181
61114,53186
61121,53193
61128,53198
61135,53205
61142,53211
61149,53217
61156,53222
61163,53229
61169,53234
61176,53240
61183,53246
61190,53252
61196,53258
61203,53264
61210,53269
61218,53276
61225,53281
61232,53288
61238,53293
61245,53300
61252,53306
61258,53312
61265,53317
61272,53323
61278,53329
61285,53335
61292,53341
61299,53347
61306,53353
61312,53358
61320,53365
61326,53370
61333,53376
61339,53382
61346,53388
61353,53394
61360,53399
61367,53406
61374,53411
61381,53417
61388,53423
61395,53429
61401,53435
61408,53440
61416,53447
61422,53452
61429,53458
61435,53464
61442,53470
61448,53475
61455,53482
61462,53487
61470,53493
61475,53499
61482,53505
61490,53510
61497,53517
61504,53522
61510,53529
61517,53534
61524,53541
61531,53546
61537,53552
61544,53558
61551,53564
61557,53569
61565,53576
61571,53581
61578,53587
61584,53593
61591,53599
61598,53604
61605,53611
61612,53616
61619,53622
61625,53628
61632,53634
61639,53640
61646,53646
61652,53651
61659,53658
61666,53663
61673,53670
61680,53675
61687,53682
61694,53687
61700,53693
61707,53698
61714,53705
61721,53710
61728,53716
61734,53722
61741,53728
61748,53734
61755,53740
61762,53746
61769,53752
61776,53757
61783,53764
61789,53769
61796,53775
61803,53781
61810,53787
61816,53793
61823,53799
61830,53805
61836,53811
61843,53816
61850,53822
61856,53828
61863,53834
61870,53840
61877,53846
61884,53852
61890,53858
61897,53864
61904,53869
61911,53875
61917,53881
61924,53887
61931,53893
61938,53899
61944,53904
61951,53911
61958,53916
61965,53923
61972,53928
61978,53933
61985,53939
61993,53945
62000,53951
62006,53957
62013,53963
62020,53968
62027,53975
62034,53980
62040,53986
62047,53992
62054,53997
62061,54004
62068,54009
62074,54015
62081,54021
62088,54027
62095,54032
62101,54039
62108,54044
62115,54051
62121,54056
62128,54062
62135,54068
62141,54073
62148,54080
62155,54085
62161,54092
62168,54097
62175,54104
62182,54109
62188,54115
62195,54121
62202,54127
62209,54132
62216,54139
62223,54144
62229,54151
62236,54156
62243,54163
62250,54168
62256,54174
62263,54181
62270,54186
62278,54192
62285,54199
62291,54204
62298,54211
62305,54216
62311,54222
62318,54228
62325,54234
62332,54240
62339,54246
62345,54252
62352,54258
62358,54264
62365,54270
62371,54276
62378,54281
62385,54288
62392,54293
62399,54300
62406,54305
62413,54312
62420,54317
62426,54322
62433,54329
62440,54334
62447,54341
62453,54346
62460,54353
62467,54358
62474,54363
62481,54370
62487,54375
62494,54381
62501,54387
62508,54393
62514,54399
62521,54405
62529,54410
62536,54417
62542,54422
62549,54429
62556,54434
62563,54441
62569,54446
62576,54452
62583,54458
62590,54464
62596,54470
62603,54476
62610,54481
62616,54488
62623,54493
62630,54499
62637,54505
62643,54510
62650,54517
62657,54522
62664,54528
62670,54534
62677,54540
62685,54546
62691,54552
62698,54558
62705,54564
62711,54570
62718,54575
62724,54582
62731,54587
62738,54594
62745,54600
62751,54605
62758,54612
62765,54617
62771,54623
62779,54629
62786,54635
62793,54641
62799,54647
62806,54652
62813,54659
62819,54664
62826,54671
62833,54676
62839,54682
62846,54688
62853,54694
62860,54700
62867,54706
62874,54711
62881,54718
62887,54723
62894,54730
62901,54735
62908,54741
62915,54747
62921,54753
62929,54759
62936,54765
62942,54771
62949,54777
62956,54783
62963,54788
62969,54795
62976,54800
62983,54806
62990,54812
62997,54818
63004,54823
63010,54830
63017,54835
63024,54842
63031,54847
63037,54854
63044,54859
63051,54865
63058,54871
63064,54877
63071,54882
63078,54889
63085,54894
63092,54900
63098,54906
63105,54911
63112,54918
63118,54923
63125,54929
63132,54935
63138,54941
63145,54947
63152,54953
63158,54959
63165,54965
63172,54971
63179,54976
63186,54983
63193,54988
63200,54995
63207,55000
63213,55007
63220,55012
63227,55019
63233,55024
63240,55030
63247,55035
63253,55042
63260,55047
63267,55054
63274,55059
63280,55065
63287,55071
63294,55077
63300,55083
63308,55088
63315,55095
63321,55100
63328,55107
63335,55112
63342,55118
63348,55124
63355,55130
63362,55136
63369,55142
63375,55147
63382,55154
63390,55159
63396,55166
63403,55171
63410,55178
63417,55183
63424,55189
63430,55195
63437,55201
63444,55207
63450,55213
63457,55219
63464,55225
63471,55230
63477,55237
63484,55242
63491,55248
63498,55254
63505,55260
63511,55266
63518,55272
63526,55278
63533,55283
63539,55289
63546,55296
63553,55301
63560,55307
63567,55313
63573,55319
63580,55325
63587,55330
63594,55336
63600,55342
63607,55348
63614,55353
63621,55360
63628,55365
63635,55370
63641,55377
63648,55382
63655,55388
63662,55394
63668,55400
63676,55406
63683,55411
63689,55418
63696,55423
63703,55430
63709,55435
63716,55442
63723,55447
63730,55453
63736,55459
63743,55464
63750,55471
63756,55476
63763,55483
63770,55488
63777,55494
63783,55500
63790,55505
63797,55512
63804,55517
63811,55523
63817,55529
63824,55535
63831,55541
63838,55547
63844,55552
63851,55559
63858,55564
63865,55571
63872,55576
63879,55582
63885,55588
63892,55594
63899,55600
63905,55605
63912,55611
63919,55617
63926,55623
63933,55628
63939,55635
63946,55640
63953,55645
63960,55651
63967,55657
63974,55663
63980,55669
63987,55675
63994,55680
64000,55687
64007,55692
64014,55698
64021,55704
64027,55710
64034,55715
64041,55721
64048,55727
64055,55734
64062,55739
64068,55745
64075,55751
64082,55757
64089,55763
64096,55768
64103,55775
64109,55780
64116,55787
64123,55792
64130,55798
64137,55804
64143,55810
64150,55815
64156,55822
64163,55827
64170,55833
64177,55838
64184,55845
64191,55850
64197,55857
64204,55862
64211,55869
64217,55874
64225,55880
64232,55886
64239,55892
64246,55897
64253,55904
64260,55909
64266,55916
64273,55921
64280,55927
64287,55933
64294,55939
64300,55944
64307,55951
64314,55956
64321,55962
64328,55968
64335,55974
64342,55979
64349,55986
64355,55991
64362,55997
64369,56003
64374,56009
64381,56015
64388,56021
64395,56026
64402,56033
64409,56038
64416,56044
64422,56050
64429,56055
64436,56062
64443,56067
64450,56073
64455,56079
64462,56085
64469,56091
64476,56097
64483,56103
64490,56109
64497,56115
64504,56121
64511,56126
64518,56133
64524,56138
64531,56144
64537,56149
64544,56156
64551,56163
64558,56168
64565,56174
64572,56180
64578,56186
64585,56192
64592,56198
64599,56203
64606,56210
64613,56215
64620,56221
64627,56227
64632,56233
64639,56239
64646,56245
64653,56251
64660,56257
64667,56262
64674,56268
64681,56274
64687,56280
64694,56286
64701,56291
64708,56298
64715,56303
64721,56310
64728,56315
64735,56321
64741,56327
64748,56334
64755,56339
64762,56344
64769,56351
64776,56356
64782,56363
64789,56369
64796,56375
64803,56380
64810,56386
64817,56392
64823,56398
64830,56404
64837,56410
64844,56415
64851,56421
64858,56427
64864,56433
64870,56438
64877,56444
64883,56450
64890,56456
64897,56461
64904,56467
64911,56473
64918,56479
64924,56485
64931,56490
64938,56497
64945,56502
64952,56509
64959,56514
64966,56521
64972,56526
64979,56533
64986,56538
64993,56545
65000,56550
65007,56555
65014,56562
65020,56567
65027,56574
65034,56579
65041,56586
65048,56591
65054,56598
65061,56603
65068,56608
65075,56615
65082,56620
65087,56627
65094,56632
65101,56639
65108,56644
65115,56650
65122,56656
65129,56662
65136,56668
65142,56674
65149,56680
65156,56686
65163,56692
65169,56697
65176,56703
65182,56709
65190,56715
65197,56721
65203,56727
65210,56733
65217,56738
65224,56745
65230,56750
65237,56755
65243,56762
65250,56767
65257,56773
65264,56779
65271,56785
65277,56791
65284,56796
65291,56803
65298,56808
65305,56815
65312,56820
65319,56827
65325,56832
65332,56837
65339,56844
65346,56849
65353,56856
65360,56861
65367,56867
65373,56873
65381,56878
65387,56885
65393,56890
65400,56897
65407,56902
65413,56908
65420,56914
65427,56919
65434,56926
65441,56931
65447,56938
65454,56943
65461,56950
65468,56955
65474,56961
65481,56967
65488,56973
65495,56979
65501,56985
65509,56991
65515,56996
65522,57002
65529,57008
65536,57014
65543,57020
65549,57026
65556,57031
65563,57038
65570,57043
65577,57050
65584,57056
65591,57061
65598,57068
65604,57073
65611,57079
65618,57085
65625,57091
65632,57097
65639,57103
65645,57108
65651,57115
65658,57120
65665,57126
65672,57132
65679,57138
65686,57144
65693,57149
65700,57156
65706,57161
65712,57168
65719,57173
65726,57179
65733,57185
65740,57190
65747,57197
65753,57202
65760,57209
65767,57214
65774,57220
65781,57226
65788,57232
65794,57238
65801,57243
65808,57250
65814,57255
65821,57262
65828,57267
65835,57274
65841,57279
65848,57285
65855,57291
65862,57297
65869,57303
65876,57309
65882,57315
65888,57321
65895,57327
65902,57332
65909,57339
65916,57344
65923,57350
65930,57356
65937,57362
65943,57368
65950,57373
65957,57380
65964,57385
65971,57392
65978,57397
65985,57403
65992,57409
65999,57415
66006,57421
66012,57426
66019,57432
66025,57438
66032,57443
66039,57450
66046,57455
66053,57462
66060,57467
66067,57473
66074,57479
66080,57485
66087,57492
66094,57497
66101,57503
66108,57510
66114,57515
66121,57522
66128,57527
66134,57533
66141,57539
66148,57544
66155,57551
66162,57556
66169,57562
66176,57568
66183,57573
66190,57580
66195,57585
66202,57592
66209,57597
66216,57604
66223,57609
66229,57615
66236,57621
66243,57627
66250,57633
66255,57639
66262,57645
66269,57651
66276,57657
66283,57663
66290,57669
66296,57675
66303,57681
66310,57686
66317,57692
66324,57698
66331,57704
66338,57710
66345,57716
66352,57722
66359,57727
66366,57734
66373,57739
66380,57745
66386,57751
66392,57757
66399,57763
66406,57769
66413,57775
66420,57781
66426,57787
66434,57793
66441,57799
66448,57804
66454,57811
66461,57816
66468,57823
66475,57828
66481,57835
66488,57840
66495,57846
66502,57852
66509,57858
66516,57864
66522,57870
66530,57876
66537,57882
66543,57887
66550,57894
66556,57899
66563,57906
66569,57911
66576,57917
66583,57923
66590,57929
66596,57935
66603,57941
66610,57946
66617,57953
66624,57958
66631,57965
66638,57970
66645,57977
66652,57982
66658,57988
66665,57994
66672,57999
66679,58006
66685,58011
66692,58016
66699,58022
66705,58028
66713,58034
66720,58040
66726,58045
66733,58052
66740,58057
66747,58064
66754,58069
66761,58075
66767,58081
66774,58086
66781,58093
66788,58098
66795,58105
66801,58110
66808,58116
66815,58122
66822,58128
66828,58133
66834,58140
66841,58145
66849,58151
66855,58158
66862,58163
66869,58169
66875,58175
66882,58181
66889,58187
66896,58193
66903,58198
66910,58204
66917,58210
66924,58215
66931,58222
66937,58227
66944,58234
66951,58239
66958,58245
66965,58252
66972,58257
66979,58263
66986,58269
66993,58275
67000,58280
67007,58286
67013,58292
67020,58298
67027,58304
67034,58310
67040,58315
67047,58322
67054,58327
67060,58334
67067,58340
67074,58345
67081,58352
67088,58357
67095,58364
67102,58369
67108,58375
67115,58381
67122,58387
67128,58393
67135,58399
67141,58404
67148,58410
67155,58416
67162,58421
67169,58428
67176,58434
67182,58440
67189,58446
67196,58451
67202,58458
67209,58464
67216,58470
67223,58475
67230,58482
67237,58487
67244,58493
67250,58499
67256,58504
67263,58511
67270,58516
67277,58523
67285,58528
67291,58535
67298,58540
67305,58545
67312,58552
67319,58558
67324,58564
67332,58569
67338,58575
67345,58581
67352,58587
67359,58593
67366,58599
67373,58605
67379,58610
67385,58617
67392,58622
67399,58629
67406,58634
67413,58640
67419,58646
67427,58652
67433,58658
67440,58664
67446,58669
67453,58676
67460,58681
67467,58688
67474,58693
67481,58700
67488,58705
67494,58712
67500,58717
67507,58722
67514,58728
67521,58734
67527,58740
67535,58746
67542,58752
67548,58758
67555,58764
67561,58770
67568,58775
67575,58782
67583,58787
67590,58794
67597,58799
67603,58805
67610,58811
67617,58817
67624,58823
67631,58829
67637,58834
67644,58841
67651,58846
67658,58853
67665,58858
67672,58865
67678,58870
67685,58876
67692,58882
67699,58887
67706,58894
67713,58899
67718,58906
67725,58911
67732,58917
67739,58923
67746,58929
67753,58935
67760,58941
67767,58948
67773,58953
67780,58959
67787,58964
67794,58971
67801,58977
67808,58983
67814,58989
67821,58994
67828,59000
67835,59006
67842,59012
67849,59018
67856,59023
67863,59029
67870,59035
67876,59041
67883,59047
67890,59052
67897,59059
67903,59065
67910,59070
67917,59076
67924,59082
67931,59088
67938,59094
67944,59099
67951,59106
67958,59111
67966,59117
67972,59124
67979,59129
67985,59135
67992,59140
67999,59147
68006,59153
68013,59158
68020,59165
68026,59170
68033,59176
68041,59182
68048,59187
68054,59194
68061,59199
68068,59205
68075,59210
68081,59217
68088,59222
68095,59228
68103,59234
68109,59240
68116,59246
68123,59251
68130,59258
68136,59263
68143,59270
68150,59275
68157,59282
68163,59287
68171,59293
68178,59299
68184,59305
68191,59311
68198,59317
68204,59323
68211,59328
68218,59334
68224,59340
68232,59346
68238,59352
68245,59358
68252,59363
68258,59370
68266,59375
68273,59381
68279,59387
68286,59392
68292,59399
68299,59404
68306,59410
68313,59416
68320,59422
68327,59428
68333,59433
68340,59439
68346,59445
68353,59451
68361,59457
68367,59463
68374,59468
68381,59475
68387,59480
68394,59487
68401,59492
68408,59497
68415,59504
68421,59509
68428,59514
68435,59521
68441,59527
68448,59533
68455,59539
68461,59545
68468,59551
68475,59556
68481,59563
68488,59569
68495,59574
68502,59581
68509,59586
68515,59592
68523,59597
68530,59604
68536,59610
68543,59615
68549,59621
68557,59627
68564,59633
68570,59638
68577,59644
68584,59650
68590,59655
68597,59662
68604,59668
68611,59673
68618,59680
68625,59685
68632,59691
68638,59697
68646,59703
68653,59709
68659,59715
68667,59720
68673,59727
68680,59732
68687,59737
68693,59744
68701,59750
68707,59756
68714,59762
68721,59767
68728,59774
68734,59779
68741,59785
68749,59791
68755,59796
68762,59803
68769,59809
68775,59814
68782,59821
68788,59826
68795,59832
68803,59838
68809,59844
68816,59850
68823,59857
68829,59862
68836,59868
68842,59875
68850,59880
68856,59886
68863,59892
68871,59898
68877,59904
68884,59910
68890,59916
68898,59922
68904,59928
68911,59933
68919,59940
68925,59946
68932,59951
68939,59958
68946,59964
68953,59969
68959,59976
68966,59981
68973,59987
68980,59992
68987,59999
68993,60004
69000,60011
69007,60016
69014,60022
69020,60028
69028,60034
69034,60039
69041,60045
69049,60051
69055,60058
69062,60063
69069,60068
69075,60075
69082,60080
69089,60086
69096,60093
69103,60098
69109,60104
69116,60110
69124,60116
69130,60121
69137,60128
69143,60133
69150,60139
69156,60145
69164,60151
69171,60156
69177,60163
69184,60168
69190,60174
69197,60180
69204,60185
69211,60192
69218,60198
69225,60203
69231,60210
69238,60216
69245,60221
69252,60227
69258,60233
69266,60239
69273,60244
69279,60251
69286,60257
69293,60262
69299,60269
69307,60274
69313,60279
69321,60286
69327,60291
69334,60297
69341,60304
69348,60310
69355,60315
69362,60320
69368,60327
69375,60333
69383,60338
69389,60344
69396,60351
69403,60356
69409,60362
69416,60368
69423,60374
69430,60379
69437,60385
69444,60391
69450,60397
69457,60402
69464,60409
69471,60415
69477,60420
69483,60426
69491,60432
69497,60438
69504,60443
69511,60450
69518,60455
69525,60461
69532,60467
69538,60473
69545,60479
69552,60485
69559,60491
69566,60496
69572,60502
69580,60509
69587,60514
69593,60520
69600,60525
69606,60532
69613,60538
69620,60543
69627,60550
69634,60555
69640,60561
69647,60567
69655,60573
69661,60579
69668,60584
69675,60591
69681,60597
69688,60603
69696,60608
69702,60615
69709,60621
69716,60626
69723,60632
69729,60639
69736,60644
69743,60650
69750,60656
69757,60661
69763,60668
69770,60673
69777,60679
69784,60684
69791,60691
69797,60696
69804,60703
69811,60709
69818,60714
69825,60720
69831,60727
69839,60732
69846,60738
69853,60744
69859,60750
69866,60756
69873,60761
69880,60768
69886,60773
69893,60779
69900,60785
69907,60790
69914,60797
69921,60802
69928,60808
69934,60814
69941,60819
69948,60826
69955,60832
69961,60837
69968,60843
69975,60849
69981,60855
69988,60861
69995,60867
70001,60873
70008,60879
70015,60885
70022,60890
70029,60897
70036,60903
70043,60908
70050,60914
70056,60920
70063,60926
70071,60933
70077,60938
70084,60944
70091,60950
70097,60955
70104,60961
70111,60968
70117,60973
70124,60979
70131,60985
70138,60991
70145,60997
70152,61002
70158,61008
70166,61015
70172,61020
70180,61026
70186,61032
70193,61037
70199,61043
70207,61049
70214,61055
70221,61061
70227,61067
70234,61073
70241,61078
70247,61084
70254,61090
70261,61097
70268,61102
70274,61108
70281,61114
70288,61119
70295,61125
70302,61132
70309,61137
70316,61143
70322,61149
70329,61154
70336,61160
70342,61165
70349,61172
70357,61178
70363,61183
70370,61189
70376,61195
70383,61202
70390,61207
70397,61213
70404,61218
70411,61224
70418,61230
70425,61236
70431,61242
70438,61248
70444,61253
70451,61259
70459,61265
70465,61271
70472,61277
70479,61283
70486,61289
70492,61295
70499,61300
70506,61306
70512,61312
70520,61318
70526,61323
70533,61330
70540,61336
70547,61342
70553,61347
70560,61353
70566,61359
70573,61365
70580,61371
70587,61376
70594,61383
70601,61389
70607,61394
70614,61400
70621,61406
70628,61411
70634,61417
70642,61424
70648,61429
70655,61435
70662,61441
70668,61447
70676,61452
70682,61459
70690,61464
70696,61470
70703,61476
70709,61482
70717,61487
70724,61494
70731,61500
70737,61505
70743,61511
70750,61518
70757,61524
70764,61529
70771,61535
70777,61541
70784,61547
70791,61553
70798,61559
70805,61564
70811,61570
70819,61576
70825,61583
70832,61589
70839,61594
70846,61600
70853,61606
70859,61611
70866,61617
70872,61623
70879,61629
70887,61635
70893,61641
70900,61647
70906,61652
70914,61658
70920,61664
70927,61670
70934,61677
70940,61682
70948,61688
70954,61693
70961,61699
70969,61706
70975,61711
70982,61717
70988,61723
70995,61729
71001,61734
71009,61741
71016,61747
71022,61753
71029,61758
71036,61764
71042,61770
71049,61777
71056,61782
71063,61788
71070,61793
71076,61799
71084,61805
71090,61811
71097,61817
71103,61823
71111,61829
71118,61835
71124,61841
71131,61846
71137,61852
71144,61859
71151,61865
71158,61870
71165,61876
71171,61882
71178,61887
71186,61894
71192,61900
71199,61905
71205,61911
71213,61917
71219,61924
71226,61929
71233,61935
71239,61941
71247,61946
71253,61953
71260,61958
71266,61965
71274,61971
71280,61977
71287,61983
71294,61989
71301,61994
71308,62000
71314,62006
71321,62012
71328,62017
71335,62023
71342,62029
71348,62035
71355,62041
71362,62047
71368,62052
71375,62059
71383,62064
71389,62070
71396,62076
71402,62082
71410,62088
71416,62094
71423,62099
71430,62105
71437,62110
71444,62117
71450,62123
71456,62129
71464,62135
71470,62140
71477,62146
71483,62152
71491,62158
71498,62164
71505,62170
71512,62175
71518,62181
71525,62187
71532,62193
71539,62199
71545,62205
71553,62211
71560,62217
71566,62223
71573,62228
71580,62234
71587,62241
71593,62247
71600,62253
71608,62258
71614,62264
71621,62270
71627,62276
71635,62282
71642,62288
71648,62293
71655,62299
71661,62305
71669,62311
71676,62317
71682,62323
71689,62329
71696,62335
71703,62341
71709,62346
71716,62352
71722,62358
71730,62364
71736,62370
71743,62375
71750,62381
71757,62387
71763,62394
71771,62399
71778,62405
71784,62411
71791,62417
71798,62422
71805,62428
71811,62434
71818,62441
71826,62446
71832,62452
71839,62458
71845,62463
71853,62469
71859,62475
71866,62481
71873,62487
71880,62493
71886,62499
71893,62505
71899,62511
71907,62517
71913,62523
71920,62528
71926,62534
71934,62540
71940,62546
71947,62551
71954,62557
71961,62564
71967,62570
71974,62575
71981,62581
71988,62587
71994,62593
72001,62598
72008,62604
72015,62610
72022,62617
72029,62623
72035,62629
72043,62635
72049,62641
72056,62646
72063,62652
72070,62658
72076,62664
72083,62670
72090,62675
72097,62681
72104,62687
72111,62693
72118,62699
72124,62706
72131,62712
72138,62718
72145,62724
72151,62729
72158,62735
72166,62741
72172,62747
72179,62753
72185,62758
72192,62764
72199,62770
72206,62776
72213,62782
72220,62788
72227,62793
72233,62799
72240,62805
72247,62811
72253,62817
72260,62822
72267,62828
72274,62834
72280,62840
72287,62847
72294,62852
72301,62859
72307,62865
72314,62870
72320,62876
72328,62882
72335,62888
72341,62893
72348,62899
72354,62906
72362,62912
72368,62917
72375,62923
72381,62929
72389,62934
72396,62940
72402,62947
72409,62953
72415,62958
72422,62964
72430,62970
72436,62975
72443,62981
72449,62988
72457,62993
72464,62999
72470,63005
72477,63011
72484,63017
72490,63023
72497,63028
72504,63034
72511,63041
72518,63046
72524,63052
72531,63058
72539,63064
72545,63070
72552,63075
72558,63082
72565,63088
72572,63093
72578,63099
72586,63105
72592,63110
72599,63116
72606,63122
72613,63128
72620,63133
72627,63139
72634,63145
72640,63151
72647,63157
72654,63163
72661,63169
72668,63175
72675,63181
72682,63186
72688,63192
72695,63198
72701,63204
72709,63211
72715,63217
72722,63223
72729,63228
72735,63234
72742,63240
72748,63246
72755,63252
72762,63258
72769,63264
72776,63270
72782,63276
72789,63281
72796,63287
72802,63293
72809,63299
72816,63304
72823,63311
72829,63317
72836,63323
72843,63329
72849,63334
72857,63340
72864,63346
72870,63352
72877,63357
72884,63363
72891,63369
72897,63375
72904,63382
72911,63387
72918,63393
72924,63398
72931,63404
72937,63411
72944,63417
72951,63422
72958,63428
72965,63434
72972,63440
72979,63445
72985,63452
72992,63458
72999,63463
73006,63469
73012,63475
73020,63481
73026,63487
73034,63492
73040,63498
73047,63504
73054,63509
73061,63516
73067,63522
73075,63528
73081,63533
73088,63539
73095,63545
73102,63551
73108,63557
73116,63562
73123,63568
73129,63574
73136,63580
73142,63585
73149,63591
73156,63597
73163,63604
73170,63610
73176,63616
73183,63622
73190,63627
73197,63633
73204,63639
73210,63644
73217,63650
73225,63656
73231,63662
73238,63667
73245,63673
73251,63679
73258,63686
73265,63692
73271,63698
73278,63704
73286,63710
73292,63716
73299,63721
73306,63727
73313,63733
73319,63739
73326,63745
73333,63751
73340,63757
73347,63762
73354,63768
73360,63774
73367,63780
73374,63786
73381,63791
73387,63797
73394,63803
73402,63809
73408,63815
73415,63820
73422,63826
73428,63833
73436,63839
73442,63845
73449,63850
73456,63856
73462,63862
73469,63868
73476,63874
73483,63880
73490,63886
73497,63892
73504,63898
73511,63904
73518,63910
73524,63916
73531,63922
73538,63927
73545,63933
73551,63938
73558,63944
73564,63950
73572,63956
73579,63962
73585,63968
73593,63974
73599,63980
73606,63986
73612,63992
73620,63997
73626,64003
73633,64009
73640,64015
73647,64021
73653,64027
73661,64032
73667,64038
73674,64044
73681,64050
73688,64056
73694,64062
73701,64068
73708,64074
73715,64080
73722,64085
73728,64091
73735,64097
73742,64103
73749,64109
73756,64115
73762,64121
73769,64127
73776,64133
73783,64138
73790,64145
73796,64151
73804,64157
73811,64163
73818,64168
73824,64174
73831,64180
73838,64186
73845,64191
73852,64197
73858,64203
73866,64209
73872,64215
73879,64221
73885,64227
73892,64233
73899,64238
73906,64245
73914,64250
73920,64255
73927,64261
73933,64267
73940,64273
73947,64279
73953,64286
73961,64292
73967,64298
73974,64303
73981,64309
73987,64315
73995,64321
74001,64327
74008,64332
74015,64338
74021,64344
74028,64350
74035,64356
74042,64362
74049,64368
74055,64374
74063,64379
74069,64385
74076,64391
74082,64397
74090,64402
74097,64408
74103,64414
74110,64420
74116,64426
74123,64432
74129,64438
74137,64444
74144,64449
74150,64455
74157,64461
74164,64466
74171,64472
74177,64478
74184,64485
74190,64491
74198,64497
74204,64503
74211,64508
74219,64514
74225,64520
74232,64526
74238,64532
74245,64538
74252,64543
74259,64549
74266,64555
74272,64561
74280,64567
74286,64573
74293,64578
74300,64584
74306,64590
74314,64596
74320,64602
74327,64608
74333,64614
74341,64620
74347,64625
74354,64631
74361,64637
74368,64643
74374,64648
74381,64654
74387,64660
74394,64666
74401,64673
74408,64679
74415,64684
74421,64690
74428,64696
74435,64702
74441,64708
74448,64713
74455,64719
74462,64725
74469,64731
74476,64737
74483,64743
74489,64748
74496,64754
74503,64761
74510,64767
74516,64772
74524,64778
74530,64784
74537,64790
74543,64795
74551,64802
74557,64808
74565,64813
74571,64819
74578,64825
74584,64831
74592,64837
74598,64843
74605,64849
74612,64855
74619,64860
74625,64866
74633,64872
74639,64878
74647,64884
74653,64890
74660,64896
74666,64902
74674,64908
74681,64914
74687,64920
74694,64925
74701,64931
74708,64937
74714,64944
74721,64950
74728,64956
74735,64961
74742,64967
74748,64972
74756,64978
74762,64985
74769,64991
74775,64997
74782,65002
74790,65008
74796,65014
74803,65020
74809,65026
74816,65032
74823,65038
74830,65043
74836,65050
74844,65056
74850,65062
74857,65068
74865,65074
74871,65079
74877,65085
74885,65091
74891,65097
74898,65102
74904,65108
74912,65114
74918,65120
74925,65126
74932,65131
74939,65138
74945,65144
74953,65150
74959,65156
74966,65162
74972,65168
74980,65174
74986,65180
74993,65186
75000,65192
75006,65198
75013,65203
75020,65209
75027,65215
75034,65220
75041,65226
75047,65232
75055,65237
75061,65243
75069,65249
75075,65256
75081,65261
75089,65267
75095,65273
75102,65279
75109,65285
75116,65290
75122,65296
75130,65302
75136,65308
75143,65313
75150,65319
75156,65325
75164,65331
75170,65337
75177,65343
75183,65349
75191,65354
75197,65360
75205,65366
75211,65372
75217,65378
75225,65383
75231,65389
75238,65395
75245,65401
75252,65407
75258,65414
75266,65419
75272,65425
75279,65430
75285,65436
75293,65443
75299,65448
75306,65454
75313,65460
75319,65466
75327,65472
75333,65478
75340,65484
75347,65489
75353,65495
75361,65501
75367,65507
75373,65513
75381,65518
75388,65524
75394,65530
75401,65536
75408,65542
75415,65548
75421,65554
75427,65559
75435,65566
75441,65572
75449,65577
75455,65583
75462,65589
75469,65595
75475,65601
75482,65607
75489,65613
75495,65619
75502,65625
75509,65631
75515,65636
75523,65642
75529,65648
75536,65654
75543,65660
75549,65666
75556,65671
75563,65677
75570,65683
75576,65689
75584,65695
75590,65701
75597,65707
75604,65713
75611,65719
75617,65725
75624,65731
75631,65737
75638,65742
75644,65748
75652,65754
75658,65760
75665,65766
75671,65772
75679,65778
75685,65784
75692,65789
75698,65795
75706,65801
75712,65807
75719,65812
75726,65818
75733,65824
75740,65830
75746,65837
75754,65842
75760,65848
75767,65854
75773,65860
75781,65866
75788,65872
75794,65877
75801,65883
75808,65889
75815,65895
75822,65901
75828,65907
75836,65913
75842,65919
75849,65924
75855,65930
75862,65937
75870,65943
75877,65948
75883,65954
75890,65959
75896,65965
75904,65971
75911,65977
75917,65983
75924,65988
75931,65994
75937,66000
75945,66006
75951,66012
75958,66017
75965,66023
75971,66029
75978,66035
75985,66041
75993,66047
75999,66053
76006,66059
76012,66065
76019,66071
76025,66077
76033,66083
76040,66089
76046,66094
76053,66100
76060,66106
76066,66112
76073,66118
76081,66123
76087,66129
76094,66135
76100,66141
76107,66147
76114,66153
76121,66159
76129,66164
76135,66170
76142,66176
76148,66182
76155,66188
76162,66194
76168,66199
76175,66205
76182,66211
76190,66217
76196,66223
76203,66229
76210,66235
76216,66241
76223,66247
76229,66253
76236,66259
76243,66265
76250,66271
76257,66277
76263,66282
76270,66288
76277,66294
76283,66300
76291,66306
76297,66312
76304,66318
76310,66324
76317,66330
76323,66336
76331,66342
76338,66348
76344,66354
